StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,Backlogs,NoOfAttempts,CollegeName,University
5785,8.2,1,2,1,77,3.7,Yes,Yes,75,83,Placed,0,2.0,LBRCE,JNTUA
5786,7.6,1,2,1,77,4.4,No,Yes,55,68,NotPlaced,0,2.0,Loyola college,JNTUK
5787,8.1,1,3,2,75,3.9,Yes,Yes,74,83,NotPlaced,0,3.0,Loyola college,JNTUK
5788,8.2,1,1,2,72,4.1,No,Yes,79,69,NotPlaced,0,1.0,Loyola college,JNTUK
5789,8.0,2,3,2,79,4.8,No,No,74,79,Placed,0,3.0,LBRCE,JNTUA
5790,7.5,2,2,2,90,4.3,Yes,Yes,85,83,Placed,0,2.0,LBRCE,JNTUA
5791,7.9,1,1,0,80,4.4,Yes,Yes,74,86,NotPlaced,0,1.0,Loyola college,JNTUK
5792,6.7,0,1,0,75,4.2,No,No,60,81,NotPlaced,0,1.0,Loyola college,JNTUK
5793,7.6,1,2,1,86,4.8,Yes,Yes,72,81,Placed,0,2.0,LBRCE,JNTUA
5794,7.7,2,1,0,68,4.6,No,No,65,62,NotPlaced,0,1.0,Loyola college,JNTUK
5795,8.5,1,3,0,85,4.8,Yes,Yes,79,81,Placed,0,3.0,LBRCE,JNTUA
5796,6.6,1,1,0,69,3.8,No,Yes,61,64,NotPlaced,0,1.0,Loyola college,JNTUK
5797,7.0,1,3,2,85,4.3,No,Yes,74,72,Placed,0,3.0,LBRCE,JNTUA
5798,8.2,1,2,2,84,4.5,Yes,Yes,68,63,Placed,0,2.0,LBRCE,JNTUA
5799,6.5,1,3,2,84,4.7,No,No,58,69,NotPlaced,0,3.0,Loyola college,JNTUK
5800,8.0,0,2,2,87,4.7,Yes,No,72,83,NotPlaced,0,2.0,Loyola college,JNTUK
5801,7.0,0,1,1,85,4.8,Yes,No,55,63,NotPlaced,0,1.0,Loyola college,JNTUK
5802,8.0,0,1,0,75,3.8,Yes,No,57,64,NotPlaced,0,1.0,Loyola college,JNTUK
5803,7.7,1,2,1,70,4.0,Yes,Yes,55,67,NotPlaced,0,2.0,Loyola college,JNTUK
5804,8.0,1,3,2,77,4.5,Yes,Yes,79,71,NotPlaced,0,3.0,Loyola college,JNTUK
5805,7.6,1,3,1,65,3.7,No,No,56,59,NotPlaced,0,3.0,Loyola college,JNTUK
5806,8.4,2,3,2,89,3.9,Yes,Yes,74,83,Placed,0,3.0,LBRCE,JNTUA
5807,8.4,1,3,2,79,4.5,Yes,Yes,86,87,Placed,0,3.0,LBRCE,JNTUA
5808,7.3,0,1,1,75,3.2,No,Yes,56,63,NotPlaced,0,1.0,Loyola college,JNTUK
5809,8.1,2,3,2,90,4.8,Yes,Yes,90,83,Placed,0,3.0,LBRCE,JNTUA
5810,6.6,1,2,1,64,3.5,No,Yes,62,66,NotPlaced,0,2.0,Loyola college,JNTUK
5811,8.3,1,2,3,82,3.7,No,Yes,69,84,NotPlaced,0,2.0,Loyola college,JNTUK
5812,7.5,0,1,0,79,3.6,No,Yes,77,72,NotPlaced,0,1.0,Loyola college,JNTUK
5813,8.2,0,3,2,89,4.3,Yes,No,85,84,Placed,0,3.0,LBRCE,JNTUA
5814,7.6,1,1,2,75,4.8,No,Yes,60,68,NotPlaced,0,1.0,Loyola college,JNTUK
5815,7.5,1,3,2,88,4.8,Yes,Yes,81,77,Placed,0,3.0,LBRCE,JNTUA
5816,8.5,2,3,2,90,4.7,Yes,Yes,73,85,Placed,0,3.0,LBRCE,JNTUA
5817,8.5,1,1,2,87,4.5,Yes,Yes,67,67,Placed,0,1.0,LBRCE,JNTUA
5818,8.3,2,3,1,90,4.8,Yes,Yes,69,83,Placed,0,3.0,LBRCE,JNTUA
5819,7.4,1,2,0,68,3.8,No,Yes,57,65,NotPlaced,0,2.0,Loyola college,JNTUK
5820,7.1,2,2,1,84,3.9,No,No,59,68,NotPlaced,0,2.0,Loyola college,JNTUK
5821,7.5,1,1,1,80,4.2,No,No,55,62,NotPlaced,0,1.0,Loyola college,JNTUK
5822,8.5,2,3,2,90,4.7,Yes,Yes,86,80,Placed,0,3.0,LBRCE,JNTUA
5823,8.2,1,3,0,85,4.4,Yes,No,65,66,NotPlaced,0,3.0,Loyola college,JNTUK
5824,7.8,1,3,1,85,4.5,Yes,Yes,87,83,Placed,0,3.0,LBRCE,JNTUA
5825,7.1,0,3,2,74,4.5,Yes,Yes,59,79,NotPlaced,0,3.0,Loyola college,JNTUK
5826,8.7,1,3,2,85,4.1,Yes,Yes,83,86,NotPlaced,0,3.0,Loyola college,JNTUK
5827,8.1,1,3,2,90,4.8,Yes,Yes,78,86,Placed,0,3.0,LBRCE,JNTUA
5828,7.5,1,1,1,78,4.2,No,No,76,69,NotPlaced,0,1.0,Loyola college,JNTUK
5829,6.6,0,1,0,81,4.5,Yes,Yes,58,86,NotPlaced,0,1.0,Loyola college,JNTUK
5830,7.8,0,3,3,85,4.8,Yes,Yes,80,81,Placed,0,3.0,LBRCE,JNTUA
5831,8.7,1,2,2,73,4.4,No,Yes,72,68,NotPlaced,0,2.0,Loyola college,JNTUK
5832,8.3,1,3,0,68,4.6,Yes,Yes,78,73,Placed,0,3.0,LBRCE,JNTUA
5833,6.5,1,2,2,90,4.8,No,Yes,70,68,NotPlaced,0,2.0,Loyola college,JNTUK
5834,7.4,1,3,0,71,4.4,No,Yes,84,64,Placed,0,3.0,LBRCE,JNTUA
5835,7.9,2,3,2,80,4.4,Yes,Yes,84,81,Placed,0,3.0,LBRCE,JNTUA
5836,7.8,1,2,0,82,4.2,No,No,63,72,NotPlaced,0,2.0,Loyola college,JNTUK
5837,8.2,1,1,0,88,3.9,No,Yes,66,64,NotPlaced,0,1.0,Loyola college,JNTUK
5838,8.4,0,3,2,87,4.2,Yes,Yes,80,84,Placed,0,3.0,LBRCE,JNTUA
5839,6.7,1,2,0,78,4.6,No,Yes,73,67,Placed,0,2.0,LBRCE,JNTUA
5840,8.1,0,2,0,81,4.5,Yes,Yes,80,83,NotPlaced,0,2.0,Loyola college,JNTUK
5841,8.4,0,2,2,80,3.9,Yes,Yes,76,80,Placed,0,2.0,LBRCE,JNTUA
5842,8.7,2,3,2,89,4.7,Yes,Yes,70,63,Placed,0,3.0,LBRCE,JNTUA
5843,8.0,1,1,1,82,4.0,No,No,55,74,NotPlaced,0,1.0,Loyola college,JNTUK
5844,8.0,1,3,2,90,4.3,Yes,Yes,66,85,Placed,0,3.0,LBRCE,JNTUA
5845,7.8,1,3,2,87,4.8,Yes,Yes,67,88,Placed,0,3.0,LBRCE,JNTUA
5846,7.7,0,2,2,69,4.4,Yes,Yes,82,84,NotPlaced,0,2.0,Loyola college,JNTUK
5847,8.1,2,3,2,90,4.8,Yes,Yes,81,86,Placed,0,3.0,LBRCE,JNTUA
5848,8.3,2,3,0,86,4.7,Yes,Yes,81,71,Placed,0,3.0,LBRCE,JNTUA
5849,7.4,1,3,0,78,4.2,No,Yes,71,67,Placed,0,3.0,LBRCE,JNTUA
5850,8.4,1,1,3,83,4.6,Yes,No,74,62,NotPlaced,0,1.0,Loyola college,JNTUK
5851,7.9,1,2,1,64,4.2,No,Yes,60,58,NotPlaced,0,2.0,Loyola college,JNTUK
5852,8.5,1,2,0,70,3.9,Yes,Yes,81,83,Placed,0,2.0,LBRCE,JNTUA
5853,8.5,1,3,2,90,4.8,Yes,Yes,82,86,Placed,0,3.0,LBRCE,JNTUA
5854,8.4,1,3,2,85,4.8,Yes,Yes,82,76,Placed,0,3.0,LBRCE,JNTUA
5855,7.4,1,3,2,70,4.4,No,No,58,70,NotPlaced,0,3.0,Loyola college,JNTUK
5856,7.4,1,2,1,84,4.4,No,Yes,81,62,NotPlaced,0,2.0,Loyola college,JNTUK
5857,6.5,0,3,1,70,3.3,Yes,Yes,68,66,Placed,0,3.0,LBRCE,JNTUA
5858,8.0,1,1,0,81,4.2,Yes,Yes,72,70,NotPlaced,0,1.0,Loyola college,JNTUK
5859,6.6,1,2,1,66,4.6,Yes,No,57,70,NotPlaced,0,2.0,Loyola college,JNTUK
5860,8.5,0,3,0,90,4.5,Yes,Yes,55,62,Placed,0,3.0,LBRCE,JNTUA
5861,6.8,0,1,2,71,4.2,No,No,70,62,NotPlaced,0,1.0,Loyola college,JNTUK
5862,7.5,1,1,1,78,4.4,No,Yes,55,69,NotPlaced,0,1.0,Loyola college,JNTUK
5863,7.8,0,2,0,78,4.4,No,Yes,59,64,Placed,0,2.0,LBRCE,JNTUA
5864,6.6,0,2,0,83,4.8,Yes,Yes,82,88,Placed,0,2.0,LBRCE,JNTUA
5865,7.6,1,3,2,77,4.4,No,Yes,55,71,Placed,0,3.0,LBRCE,JNTUA
5866,6.5,1,1,0,68,4.8,No,Yes,62,66,NotPlaced,0,1.0,Loyola college,JNTUK
5867,8.0,2,2,2,85,4.5,Yes,Yes,79,81,NotPlaced,0,2.0,Loyola college,JNTUK
5868,6.6,1,1,0,76,4.4,No,No,59,70,NotPlaced,0,1.0,Loyola college,JNTUK
5869,6.7,0,2,0,74,4.2,Yes,Yes,55,68,NotPlaced,0,2.0,Loyola college,JNTUK
5870,6.7,0,2,0,74,3.6,No,Yes,82,69,Placed,0,2.0,LBRCE,JNTUA
5871,7.7,1,1,1,89,4.4,No,No,55,63,NotPlaced,0,1.0,Loyola college,JNTUK
5872,8.1,0,2,2,68,4.8,No,Yes,72,72,NotPlaced,0,2.0,Loyola college,JNTUK
5873,7.6,0,1,0,66,4.0,No,No,61,69,NotPlaced,0,1.0,Loyola college,JNTUK
5874,6.5,1,1,1,75,3.6,No,Yes,60,64,NotPlaced,0,1.0,Loyola college,JNTUK
5875,7.5,0,1,0,72,3.9,No,Yes,65,70,NotPlaced,0,1.0,Loyola college,JNTUK
5876,8.6,2,3,2,84,4.8,Yes,Yes,79,87,Placed,0,3.0,LBRCE,JNTUA
5877,7.5,0,2,0,81,4.3,Yes,Yes,63,61,NotPlaced,0,2.0,Loyola college,JNTUK
5878,7.8,1,2,0,78,3.7,Yes,Yes,86,64,Placed,0,2.0,LBRCE,JNTUA
5879,8.3,1,3,2,85,4.7,Yes,Yes,74,78,NotPlaced,0,3.0,Loyola college,JNTUK
5880,6.9,1,1,1,62,3.5,No,No,55,66,NotPlaced,0,1.0,Loyola college,JNTUK
5881,6.5,1,1,2,80,4.3,No,Yes,70,77,NotPlaced,0,1.0,Loyola college,JNTUK
5882,6.5,0,1,1,75,4.5,Yes,Yes,67,81,NotPlaced,0,1.0,Loyola college,JNTUK
5883,6.9,1,1,0,76,4.0,No,No,55,66,Placed,0,1.0,LBRCE,JNTUA
5884,8.1,1,3,1,90,4.8,Yes,Yes,86,83,Placed,0,3.0,LBRCE,JNTUA
5885,8.4,0,2,3,90,4.3,Yes,Yes,75,84,Placed,0,2.0,LBRCE,JNTUA
5886,6.5,1,1,0,82,4.4,No,No,71,65,NotPlaced,0,1.0,Loyola college,JNTUK
5887,7.7,1,1,0,78,3.8,No,Yes,55,61,NotPlaced,0,1.0,Loyola college,JNTUK
5888,8.1,2,3,2,88,4.7,Yes,Yes,80,87,Placed,0,3.0,LBRCE,JNTUA
5889,8.0,0,1,0,72,4.2,No,No,67,67,NotPlaced,0,1.0,Loyola college,JNTUK
5890,7.5,2,2,1,78,4.4,Yes,Yes,80,86,Placed,0,2.0,LBRCE,JNTUA
5891,6.9,0,1,0,72,4.4,No,No,55,57,NotPlaced,0,1.0,Loyola college,JNTUK
5892,8.4,2,3,2,90,4.8,Yes,Yes,77,87,Placed,0,3.0,LBRCE,JNTUA
5893,7.8,1,3,2,90,4.8,Yes,Yes,80,88,Placed,0,3.0,LBRCE,JNTUA
5894,8.0,2,1,2,89,4.2,No,Yes,68,82,NotPlaced,0,1.0,Loyola college,JNTUK
5895,6.9,1,1,0,76,3.3,No,Yes,71,66,NotPlaced,0,1.0,Loyola college,JNTUK
5896,7.6,1,1,1,71,4.3,No,No,59,63,NotPlaced,0,1.0,Loyola college,JNTUK
5897,8.0,1,3,2,90,4.7,Yes,Yes,76,88,Placed,0,3.0,LBRCE,JNTUA
5898,8.2,2,2,2,73,4.6,Yes,Yes,83,87,NotPlaced,0,2.0,Loyola college,JNTUK
5899,6.7,1,1,0,79,4.1,No,Yes,56,70,NotPlaced,0,1.0,Loyola college,JNTUK
5900,8.5,2,3,2,90,4.8,Yes,Yes,82,87,Placed,0,3.0,LBRCE,JNTUA
5901,6.8,1,1,0,85,4.3,No,Yes,86,83,Placed,0,1.0,LBRCE,JNTUA
5902,6.9,0,3,0,89,4.4,Yes,Yes,76,83,Placed,0,3.0,LBRCE,JNTUA
5903,8.6,1,3,2,90,4.8,Yes,Yes,71,87,Placed,0,3.0,LBRCE,JNTUA
5904,7.6,0,1,0,76,3.5,Yes,Yes,74,65,Placed,0,1.0,LBRCE,JNTUA
5905,8.0,0,3,0,90,3.8,Yes,No,84,80,Placed,0,3.0,LBRCE,JNTUA
5906,7.0,0,3,2,90,4.1,Yes,Yes,73,68,NotPlaced,0,3.0,Loyola college,JNTUK
5907,6.5,1,2,0,76,4.3,Yes,Yes,69,73,NotPlaced,0,2.0,Loyola college,JNTUK
5908,7.4,1,1,0,75,3.9,No,No,58,60,NotPlaced,0,1.0,Loyola college,JNTUK
5909,8.3,1,2,3,90,4.8,Yes,Yes,75,86,Placed,0,2.0,LBRCE,JNTUA
5910,7.5,0,2,1,80,4.7,No,Yes,82,82,Placed,0,2.0,LBRCE,JNTUA
5911,6.7,1,1,1,66,3.5,Yes,No,86,69,NotPlaced,0,1.0,Loyola college,JNTUK
5912,8.6,2,3,2,90,4.8,Yes,Yes,75,88,Placed,0,3.0,LBRCE,JNTUA
5913,8.2,1,3,2,90,4.8,Yes,Yes,80,81,Placed,0,3.0,LBRCE,JNTUA
5914,7.4,1,1,1,80,4.7,Yes,Yes,68,70,NotPlaced,0,1.0,Loyola college,JNTUK
5915,7.5,1,1,1,73,3.6,No,Yes,56,62,NotPlaced,0,1.0,Loyola college,JNTUK
5916,7.5,1,1,0,84,3.7,No,Yes,77,87,NotPlaced,0,1.0,Loyola college,JNTUK
5917,7.5,0,2,1,83,4.6,No,Yes,55,69,NotPlaced,0,2.0,Loyola college,JNTUK
5918,7.4,1,1,0,87,4.6,No,No,55,70,NotPlaced,0,1.0,Loyola college,JNTUK
5919,7.4,0,1,0,65,3.4,No,No,55,62,NotPlaced,0,1.0,Loyola college,JNTUK
5920,7.7,0,2,1,75,4.8,No,Yes,72,68,NotPlaced,0,2.0,Loyola college,JNTUK
5921,7.1,1,3,2,88,4.0,Yes,Yes,78,65,Placed,0,3.0,LBRCE,JNTUA
5922,6.5,0,1,1,66,4.1,No,No,67,67,NotPlaced,0,1.0,Loyola college,JNTUK
5923,7.9,1,2,0,76,4.7,Yes,No,78,61,NotPlaced,0,2.0,Loyola college,JNTUK
5924,7.4,1,1,0,78,4.8,Yes,No,74,80,Placed,0,1.0,LBRCE,JNTUA
5925,8.0,0,2,2,79,4.4,No,Yes,55,68,NotPlaced,0,2.0,Loyola college,JNTUK
5926,7.7,1,2,0,63,4.3,No,No,55,72,NotPlaced,0,2.0,Loyola college,JNTUK
5927,8.6,1,2,2,83,4.0,Yes,Yes,65,72,NotPlaced,0,2.0,Loyola college,JNTUK
5928,7.1,2,3,2,90,4.7,Yes,Yes,70,83,Placed,0,3.0,LBRCE,JNTUA
5929,6.9,1,3,2,87,4.8,Yes,Yes,71,86,Placed,0,3.0,LBRCE,JNTUA
5930,6.6,1,1,0,78,4.3,No,Yes,83,70,NotPlaced,0,1.0,Loyola college,JNTUK
5931,6.8,1,1,0,80,3.6,No,No,66,69,NotPlaced,0,1.0,Loyola college,JNTUK
5932,7.6,1,2,1,81,3.9,No,No,74,66,NotPlaced,0,2.0,Loyola college,JNTUK
5933,7.8,2,3,2,90,4.8,Yes,Yes,81,88,Placed,0,3.0,LBRCE,JNTUA
5934,7.5,1,2,2,86,4.8,Yes,Yes,77,81,Placed,0,2.0,LBRCE,JNTUA
5935,8.9,2,3,0,90,4.8,Yes,Yes,71,84,Placed,0,3.0,LBRCE,JNTUA
5936,7.3,1,1,1,78,4.2,Yes,Yes,69,72,NotPlaced,0,1.0,Loyola college,JNTUK
5937,6.8,1,1,0,82,3.8,No,No,60,65,NotPlaced,0,1.0,Loyola college,JNTUK
5938,7.3,2,3,2,90,4.5,Yes,Yes,79,84,Placed,0,3.0,LBRCE,JNTUA
5939,8.5,1,3,1,84,4.3,Yes,Yes,80,82,Placed,0,3.0,LBRCE,JNTUA
5940,8.1,2,3,2,90,4.6,Yes,Yes,85,88,Placed,0,3.0,LBRCE,JNTUA
5941,8.4,2,3,2,90,4.7,Yes,Yes,69,88,Placed,0,3.0,LBRCE,JNTUA
5942,7.7,1,2,2,82,4.8,No,Yes,82,76,Placed,0,2.0,LBRCE,JNTUA
5943,7.9,1,1,0,85,4.7,No,Yes,56,67,NotPlaced,0,1.0,Loyola college,JNTUK
5944,8.2,2,3,2,90,4.8,Yes,Yes,71,88,Placed,0,3.0,LBRCE,JNTUA
5945,7.6,0,1,0,69,3.1,No,No,60,62,NotPlaced,0,1.0,Loyola college,JNTUK
5946,8.1,0,3,2,84,4.8,Yes,Yes,74,86,NotPlaced,0,3.0,Loyola college,JNTUK
5947,7.8,0,1,1,84,4.3,Yes,No,67,80,NotPlaced,0,1.0,Loyola college,JNTUK
5948,8.7,0,1,2,78,4.7,Yes,Yes,67,86,NotPlaced,0,1.0,Loyola college,JNTUK
5949,8.3,0,3,2,90,4.8,Yes,Yes,87,84,Placed,0,3.0,LBRCE,JNTUA
5950,8.5,1,3,2,90,4.5,Yes,Yes,76,83,NotPlaced,0,3.0,Loyola college,JNTUK
5951,7.3,1,1,1,72,4.6,No,Yes,58,70,NotPlaced,0,1.0,Loyola college,JNTUK
5952,7.4,1,1,1,81,4.2,No,No,82,61,NotPlaced,0,1.0,Loyola college,JNTUK
5953,7.7,1,3,1,89,4.8,Yes,Yes,88,83,Placed,0,3.0,LBRCE,JNTUA
5954,7.7,1,1,0,76,3.8,No,No,55,61,NotPlaced,0,1.0,Loyola college,JNTUK
5955,7.4,1,1,0,85,4.7,Yes,Yes,70,72,NotPlaced,0,1.0,Loyola college,JNTUK
5956,7.9,1,3,0,81,3.2,No,Yes,74,78,NotPlaced,0,3.0,Loyola college,JNTUK
5957,7.5,1,2,0,89,4.7,Yes,Yes,85,84,Placed,0,2.0,LBRCE,JNTUA
5958,7.6,1,2,0,71,3.5,No,Yes,75,70,NotPlaced,0,2.0,Loyola college,JNTUK
5959,8.3,1,1,0,69,4.5,No,Yes,55,65,NotPlaced,0,1.0,Loyola college,JNTUK
5960,7.7,1,1,0,64,4.4,No,No,62,63,NotPlaced,0,1.0,Loyola college,JNTUK
5961,6.5,1,1,0,69,4.5,No,No,55,70,NotPlaced,0,1.0,Loyola college,JNTUK
5962,8.2,0,2,1,75,4.6,Yes,No,82,72,NotPlaced,0,2.0,Loyola college,JNTUK
5963,7.4,1,2,1,68,3.5,No,Yes,58,76,NotPlaced,0,2.0,Loyola college,JNTUK
5964,7.7,1,1,0,90,4.8,No,Yes,79,80,Placed,0,1.0,LBRCE,JNTUA
5965,8.6,2,3,2,90,4.8,Yes,Yes,88,86,Placed,0,3.0,LBRCE,JNTUA
5966,7.6,1,2,2,80,4.5,No,Yes,68,86,NotPlaced,0,2.0,Loyola college,JNTUK
5967,6.6,1,3,2,87,4.8,Yes,Yes,88,83,Placed,0,3.0,LBRCE,JNTUA
5968,8.4,2,3,2,83,4.6,Yes,Yes,81,87,Placed,0,3.0,LBRCE,JNTUA
5969,7.5,1,1,0,74,3.7,Yes,Yes,58,67,Placed,0,1.0,LBRCE,JNTUA
5970,8.3,1,1,0,89,4.5,Yes,Yes,55,70,NotPlaced,0,1.0,Loyola college,JNTUK
5971,8.8,2,3,2,90,4.8,Yes,Yes,79,84,Placed,0,3.0,LBRCE,JNTUA
5972,7.6,0,3,0,88,4.6,Yes,No,82,81,Placed,0,3.0,LBRCE,JNTUA
5973,7.5,1,2,0,83,4.3,No,Yes,56,66,Placed,0,2.0,LBRCE,JNTUA
5974,7.5,1,2,0,82,4.2,No,Yes,77,64,NotPlaced,0,2.0,Loyola college,JNTUK
5975,7.6,0,2,1,68,4.3,Yes,Yes,62,74,NotPlaced,0,2.0,Loyola college,JNTUK
5976,8.4,1,2,1,85,4.8,Yes,No,79,80,NotPlaced,0,2.0,Loyola college,JNTUK
5977,8.0,2,2,2,87,4.6,Yes,Yes,70,83,NotPlaced,0,2.0,Loyola college,JNTUK
5978,8.2,0,3,2,81,4.7,Yes,Yes,73,80,Placed,0,3.0,LBRCE,JNTUA
5979,8.3,2,3,2,90,4.8,Yes,Yes,85,82,Placed,0,3.0,LBRCE,JNTUA
5980,7.6,1,1,1,69,4.3,No,No,58,70,NotPlaced,0,1.0,Loyola college,JNTUK
5981,6.5,1,1,1,72,4.2,No,No,55,57,NotPlaced,0,1.0,Loyola college,JNTUK
5982,7.5,0,1,0,80,3.9,No,Yes,61,62,NotPlaced,0,1.0,Loyola college,JNTUK
5983,8.8,2,3,2,90,4.7,Yes,Yes,86,81,Placed,0,3.0,LBRCE,JNTUA
5984,8.1,2,1,1,81,4.0,Yes,Yes,73,88,Placed,0,1.0,LBRCE,JNTUA
5985,7.7,1,1,2,64,4.4,Yes,Yes,61,64,NotPlaced,0,1.0,Loyola college,JNTUK
5986,8.4,2,3,2,77,4.5,Yes,Yes,74,83,NotPlaced,0,3.0,Loyola college,JNTUK
5987,7.3,1,1,1,65,3.8,Yes,Yes,61,62,NotPlaced,0,1.0,Loyola college,JNTUK
5988,8.1,2,3,0,86,4.5,No,Yes,73,83,Placed,0,3.0,LBRCE,JNTUA
5989,8.4,0,1,1,82,3.6,No,Yes,61,65,Placed,0,1.0,LBRCE,JNTUA
5990,8.7,1,3,3,90,4.5,Yes,Yes,79,87,Placed,0,3.0,LBRCE,JNTUA
5991,8.4,0,1,0,77,3.5,No,Yes,55,63,NotPlaced,0,1.0,Loyola college,JNTUK
5992,6.8,1,1,1,68,4.5,No,Yes,77,67,NotPlaced,0,1.0,Loyola college,JNTUK
5993,7.7,1,1,0,78,4.3,Yes,Yes,62,69,Placed,0,1.0,LBRCE,JNTUA
5994,8.3,1,3,2,90,4.8,Yes,Yes,83,83,Placed,0,3.0,LBRCE,JNTUA
5995,6.5,1,3,0,72,4.6,Yes,Yes,85,69,Placed,0,3.0,LBRCE,JNTUA
5996,7.9,1,3,2,90,4.8,Yes,Yes,76,70,Placed,0,3.0,LBRCE,JNTUA
5997,7.5,1,2,0,79,4.2,No,Yes,55,71,NotPlaced,0,2.0,Loyola college,JNTUK
5998,7.7,1,2,0,78,4.0,No,Yes,57,68,NotPlaced,0,2.0,Loyola college,JNTUK
5999,7.7,1,2,0,78,4.5,No,Yes,75,65,NotPlaced,0,2.0,Loyola college,JNTUK
6000,7.5,0,1,1,82,4.7,No,No,72,70,NotPlaced,0,1.0,Loyola college,JNTUK
6001,8.2,1,3,3,88,4.8,No,Yes,82,69,Placed,0,3.0,LBRCE,JNTUA
6002,7.2,1,1,0,61,3.5,No,No,55,69,NotPlaced,0,1.0,Loyola college,JNTUK
6003,8.1,2,3,2,85,4.5,Yes,Yes,75,67,NotPlaced,0,3.0,Loyola college,JNTUK
6004,8.3,1,2,1,76,4.2,Yes,Yes,78,80,NotPlaced,0,2.0,Loyola college,JNTUK
6005,8.2,0,1,0,76,4.3,No,No,77,64,NotPlaced,0,1.0,Loyola college,JNTUK
6006,7.0,1,1,1,64,4.1,No,No,58,62,NotPlaced,0,1.0,Loyola college,JNTUK
6007,7.6,1,2,1,73,4.3,Yes,Yes,76,83,Placed,0,2.0,LBRCE,JNTUA
6008,6.8,0,1,1,68,3.9,No,No,64,62,NotPlaced,0,1.0,Loyola college,JNTUK
6009,7.4,1,2,0,65,4.6,No,No,79,68,NotPlaced,0,2.0,Loyola college,JNTUK
6010,6.5,1,2,0,83,4.6,Yes,Yes,73,65,NotPlaced,0,2.0,Loyola college,JNTUK
6011,6.6,0,2,1,74,4.6,No,Yes,55,66,NotPlaced,0,2.0,Loyola college,JNTUK
6012,7.5,0,1,0,80,4.1,No,Yes,62,73,NotPlaced,0,1.0,Loyola college,JNTUK
6013,7.5,1,2,0,74,4.6,No,Yes,58,75,NotPlaced,0,2.0,Loyola college,JNTUK
6014,6.7,1,1,0,60,4.0,No,No,61,62,NotPlaced,0,1.0,Loyola college,JNTUK
6015,7.9,1,2,0,85,4.1,Yes,Yes,59,64,NotPlaced,0,2.0,Loyola college,JNTUK
6016,7.3,1,1,1,67,4.2,No,Yes,62,70,NotPlaced,0,1.0,Loyola college,JNTUK
6017,8.5,2,3,2,88,4.8,Yes,Yes,75,85,Placed,0,3.0,LBRCE,JNTUA
6018,7.4,1,2,0,76,4.4,Yes,Yes,55,73,NotPlaced,0,2.0,Loyola college,JNTUK
6019,7.4,0,2,0,72,3.5,No,Yes,67,66,NotPlaced,0,2.0,Loyola college,JNTUK
6020,8.0,1,3,2,89,4.8,Yes,Yes,87,80,Placed,0,3.0,LBRCE,JNTUA
6021,8.1,0,1,1,84,4.6,Yes,No,65,79,NotPlaced,0,1.0,Loyola college,JNTUK
6022,7.2,0,2,0,77,3.7,No,Yes,55,63,NotPlaced,0,2.0,Loyola college,JNTUK
6023,7.6,1,1,0,72,4.2,No,Yes,74,69,NotPlaced,0,1.0,Loyola college,JNTUK
6024,7.8,1,3,0,89,4.6,Yes,Yes,77,88,Placed,0,3.0,LBRCE,JNTUA
6025,7.6,2,2,1,72,3.9,Yes,No,79,80,NotPlaced,0,2.0,Loyola college,JNTUK
6026,8.0,0,1,1,75,4.1,Yes,No,83,64,NotPlaced,0,1.0,Loyola college,JNTUK
6027,6.5,0,3,2,84,3.9,Yes,Yes,83,88,Placed,0,3.0,LBRCE,JNTUA
6028,7.1,0,1,1,69,3.7,Yes,No,61,66,NotPlaced,0,1.0,Loyola college,JNTUK
6029,6.8,1,2,0,82,4.4,Yes,Yes,59,69,Placed,0,2.0,LBRCE,JNTUA
6030,7.4,1,2,0,69,3.6,No,Yes,55,63,NotPlaced,0,2.0,Loyola college,JNTUK
6031,7.8,1,2,0,73,4.5,Yes,No,79,61,NotPlaced,0,2.0,Loyola college,JNTUK
6032,7.6,1,1,0,73,4.2,No,Yes,55,69,NotPlaced,0,1.0,Loyola college,JNTUK
6033,8.6,2,3,2,90,4.8,Yes,Yes,73,86,Placed,0,3.0,LBRCE,JNTUA
6034,7.5,2,3,2,90,4.1,No,Yes,63,83,Placed,0,3.0,LBRCE,JNTUA
6035,8.2,2,3,2,90,4.8,Yes,Yes,81,81,Placed,0,3.0,LBRCE,JNTUA
6036,6.5,0,1,0,62,4.1,No,No,75,60,NotPlaced,0,1.0,Loyola college,JNTUK
6037,7.4,1,3,0,88,4.1,Yes,Yes,59,73,NotPlaced,0,3.0,Loyola college,JNTUK
6038,7.6,1,1,0,74,3.8,No,No,56,67,NotPlaced,0,1.0,Loyola college,JNTUK
6039,8.1,0,3,2,79,4.3,Yes,Yes,72,83,Placed,0,3.0,LBRCE,JNTUA
6040,8.1,0,1,2,90,4.7,Yes,Yes,78,74,Placed,0,1.0,LBRCE,JNTUA
6041,8.8,1,3,2,84,4.2,Yes,Yes,73,82,Placed,0,3.0,LBRCE,JNTUA
6042,8.2,2,3,2,90,4.8,Yes,Yes,74,85,Placed,0,3.0,LBRCE,JNTUA
6043,8.4,2,3,2,89,4.8,Yes,Yes,76,85,Placed,0,3.0,LBRCE,JNTUA
6044,6.5,1,1,0,72,4.7,No,No,58,68,NotPlaced,0,1.0,Loyola college,JNTUK
